 Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48 USA49  AUST
 1988  6  0.12  0.30  0.05  0.42  0.38  0.44 -0.18  0.12 -0.24  0.72  0.70  0.73  0.28  0.31  0.25 -0.67 -0.38 -0.72  0.29  0.44  0.13 -1.91 -1.59 -2.07 -0.14 -0.03  0.31
 1988  7  0.12  0.02  0.16  0.08 -0.03  0.14  0.16  0.14  0.17  0.38  0.31  0.40 -0.08 -0.13 -0.04  0.05  0.03  0.05 -0.15 -0.21 -0.07 -0.04  0.49 -0.29  0.22  0.23  0.27
 1988  8  0.09 -0.24  0.21 -0.55 -0.54 -0.55  0.72  0.46  0.78 -0.67 -0.75 -0.65 -0.50 -0.49 -0.50  1.47  1.39  1.48 -0.20 -0.22 -0.18  2.76  3.64  2.34 -0.50 -0.38  0.93
 1988  9  0.10 -0.02  0.15 -0.56 -0.58 -0.54  0.77  1.27  0.66 -0.81 -0.90 -0.79 -0.43 -0.50 -0.36  1.60  2.92  1.37 -0.13 -0.45  0.23  4.97  7.47  3.78 -0.71 -0.55 -0.32
 1988 10  0.21  0.15  0.23 -0.30 -0.44 -0.21  0.71  1.49  0.54 -0.45 -0.60 -0.41 -0.22 -0.42 -0.04  1.32  3.11  1.01 -0.60 -0.65 -0.54  5.24  8.79  3.56  0.16  0.08 -1.49
 1988 11  0.23  0.54  0.11 -0.21 -0.09 -0.29  0.67  1.98  0.40 -0.35 -0.55 -0.30 -0.14  0.03 -0.30  1.22  3.89  0.74 -1.02 -0.76 -1.31  7.51 10.49  6.09  0.56  0.56 -0.96
 1988 12  0.25 -0.07  0.37 -0.04 -0.43  0.22  0.53  0.74  0.48  0.37  0.11  0.45 -0.27 -0.58  0.01  0.63  1.23  0.52 -2.37 -2.89 -1.77  2.42  3.41  1.96 -0.81 -1.76 -0.98
 1989  1  0.38 -0.16  0.59 -0.14 -0.76  0.25  0.90  1.18  0.84  1.06  0.99  1.08 -0.78 -1.19 -0.42  0.82  1.24  0.74 -5.67 -5.25 -6.14  0.69  0.71  0.69  1.36  0.89  1.92
 1989  2  0.34  0.40  0.32  0.49  0.51  0.48  0.19  0.13  0.20  0.22  0.04  0.27  0.60  0.63  0.57  0.20  0.22  0.20  1.11  0.45  1.87  0.26  0.08  0.34 -2.63 -2.63  0.63
 1989  3  0.14  0.14  0.14  0.45  0.34  0.52 -0.17 -0.31 -0.14 -0.19 -0.29 -0.16  0.74  0.50  0.96 -0.11 -0.29 -0.08  5.73  4.50  7.14 -0.04 -0.35  0.10 -1.24 -1.16 -0.72
 1989  4  0.16  0.15  0.17  0.23  0.20  0.25  0.10  0.04  0.11  0.48  0.38  0.51  0.08  0.14  0.03 -0.09 -0.19 -0.07  0.30  0.22  0.40 -0.55 -0.46 -0.60 -0.57 -0.79 -0.52
 1989  5  0.21  0.04  0.27  0.07 -0.03  0.14  0.34  0.20  0.37  0.33  0.26  0.35 -0.06 -0.12 -0.01  0.34  0.18  0.37 -0.40 -0.41 -0.39  0.93  0.75  1.01 -0.04 -0.22 -0.33
 1989  6  0.20  0.14  0.22  0.20  0.11  0.26  0.20  0.21  0.19  0.44  0.30  0.48  0.10  0.06  0.13  0.05  0.14  0.03 -0.29 -0.40 -0.16  0.37 -0.10  0.59  0.43  0.29  0.52
 1989  7  0.12  0.25  0.07  0.36  0.21  0.45 -0.12  0.32 -0.21  0.51  0.48  0.52  0.31  0.15  0.45 -0.48  0.20 -0.60 -0.06 -0.22  0.13 -0.28 -0.65 -0.11  0.29  0.16  1.09
 1989  8  0.09  0.50 -0.07  0.60  0.59  0.60 -0.42  0.27 -0.56  0.75  0.73  0.76  0.53  0.55  0.52 -1.05 -0.05 -1.22  0.11  0.12  0.10 -1.62 -1.42 -1.71  1.01  0.76  1.47
 1989  9  0.12  0.23  0.08  0.49  0.31  0.61 -0.25  0.03 -0.31  0.85  0.79  0.87  0.32  0.19  0.43 -0.85 -0.56 -0.90  0.05 -0.06  0.18 -3.12 -2.88 -3.24  0.18 -0.06  0.70
 1989 10  0.20  0.30  0.16  0.49  0.40  0.55 -0.10  0.06 -0.13  0.67  0.62  0.68  0.42  0.35  0.48 -0.52 -0.38 -0.55  0.54  0.56  0.51 -3.14 -1.91 -3.72  0.41  0.68  0.74
 1989 11  0.10  0.18  0.07 -0.18  0.14 -0.39  0.38  0.28  0.40 -0.51 -0.56 -0.50  0.01  0.30 -0.25  0.84  0.95  0.81  0.14  0.14  0.14  2.61  2.02  2.89  0.17  0.49  0.23
 1989 12  0.16 -0.08  0.26 -0.24 -0.43 -0.13  0.57  0.69  0.54  0.24  0.25  0.24 -0.48 -0.60 -0.37  0.72  1.01  0.66 -3.93 -3.83 -4.04  1.40  1.91  1.16 -0.07 -0.89  1.08
 1990  1  0.17 -0.26  0.35 -0.25 -0.63 -0.00  0.60  0.58  0.60  0.60  0.56  0.61 -0.66 -0.93 -0.42  0.57  0.55  0.57 -3.69 -3.10 -4.36  0.51  0.69  0.43  0.40  0.84  0.28
 1990  2  0.13 -0.17  0.25  0.01 -0.45  0.31  0.25  0.47  0.20 -0.25 -0.25 -0.25  0.18 -0.49  0.78  0.49  0.98  0.40  0.08 -0.31  0.54  0.99  0.88  1.04  2.35  2.67  1.99
 1990  3  0.23 -0.08  0.34 -0.20 -0.36 -0.09  0.65  0.57  0.67  0.69  0.76  0.67 -0.63 -0.66 -0.61  0.60  0.44  0.62 -3.58 -2.93 -4.34  0.31  0.03  0.44 -0.28 -0.71  0.15
 1990  4  0.27 -0.11  0.41 -0.08 -0.30  0.06  0.62  0.34  0.68  0.61  0.54  0.63 -0.47 -0.53 -0.42  0.65  0.22  0.72 -3.35 -3.01 -3.74 -0.10 -0.32  0.01 -0.29 -0.87  0.59
 1990  5  0.19  0.01  0.26  0.18 -0.03  0.32  0.20  0.11  0.22  0.66  0.63  0.67 -0.10 -0.22  0.01 -0.01 -0.22  0.02 -0.83 -0.72 -0.96 -0.89 -0.26 -1.19  0.67  0.44 -0.32
 1990  6  0.20  0.17  0.21  0.45  0.33  0.53 -0.06 -0.18 -0.03  0.85  0.91  0.83  0.19  0.16  0.22 -0.48 -0.95 -0.40  0.01  0.04 -0.03 -0.48 -1.19 -0.15 -0.10 -0.11 -1.13
 1990  7  0.16  0.26  0.11  0.42  0.32  0.48 -0.10  0.13 -0.15  0.81  0.88  0.79  0.15  0.15  0.15 -0.53 -0.36 -0.56  0.07  0.12  0.01 -0.97 -0.83 -1.04  0.26  0.23 -0.23
 1990  8  0.12  0.15  0.10  0.30  0.27  0.31 -0.06 -0.12 -0.05  0.47  0.51  0.45  0.17  0.21  0.12 -0.30 -0.60 -0.24  0.05  0.16 -0.07 -0.37 -0.74 -0.20  0.55  0.39 -0.85
 1990  9  0.07  0.06  0.07  0.18  0.08  0.25 -0.05  0.01 -0.06  0.37  0.41  0.36  0.04 -0.03  0.09 -0.22 -0.25 -0.22  0.03  0.22 -0.19  1.01  0.26  1.37 -0.46 -0.32 -0.21
 1990 10  0.10  0.02  0.13  0.18  0.20  0.17  0.02 -0.37  0.10  0.55  0.57  0.55 -0.02  0.10 -0.13 -0.25 -1.08 -0.10 -0.38 -0.48 -0.27 -2.02 -2.65 -1.72  0.36 -0.03 -0.00
 1990 11  0.19  0.03  0.25  0.41  0.25  0.52 -0.03 -0.46  0.06  1.08  1.08  1.08  0.06  0.04  0.07 -0.61 -1.65 -0.42 -1.81 -1.27 -2.43 -3.35 -3.97 -3.06 -0.78 -1.38  0.17
 1990 12  0.22  0.06  0.28  0.21  0.04  0.32  0.23  0.12  0.25  0.97  0.96  0.97 -0.19 -0.18 -0.19 -0.17 -0.61 -0.09 -1.54 -1.52 -1.57 -1.77 -1.66 -1.82  0.54  0.12  0.33
 1991  1  0.04  0.40 -0.10  0.42  0.70  0.24 -0.34 -0.29 -0.35 -0.20 -0.26 -0.18  0.75  0.96  0.56 -0.42 -0.31 -0.44  1.54  1.13  2.01  0.14  0.38  0.02  0.40 -0.42 -1.07
 1991  2 -0.10  0.14 -0.20  0.10  0.50 -0.16 -0.30 -0.66 -0.22 -0.26 -0.23 -0.27  0.31  0.69 -0.03 -0.34 -0.98 -0.23  2.62  2.31  2.98 -0.37 -0.74 -0.19 -2.13 -1.88 -1.69
 1991  3  0.12  0.34  0.04  0.26  0.43  0.14 -0.01  0.13 -0.04  0.18  0.23  0.16  0.32  0.50  0.16 -0.14 -0.00 -0.16  0.09  0.47 -0.36 -0.10  0.07 -0.18  0.85  1.14  0.19
 1991  4  0.10  0.23  0.05  0.19  0.29  0.12  0.02  0.11 -0.00 -0.18 -0.10 -0.21  0.40  0.40  0.39  0.11  0.24  0.08  1.60  1.25  2.00  0.39  1.06  0.07  0.53  0.73 -0.10
 1991  5  0.08  0.12  0.07  0.05  0.14 -0.01  0.12  0.06  0.13 -0.18 -0.14 -0.19  0.16  0.23  0.10  0.28  0.16  0.30  0.21  0.17  0.26  0.31  0.64  0.15 -0.43 -0.28  0.21
 1991  6  0.16  0.16  0.16  0.18  0.18  0.18  0.14  0.10  0.15 -0.16 -0.18 -0.16  0.36  0.29  0.43  0.29  0.27  0.30  0.10  0.00  0.21 -0.38  0.10 -0.61  0.60  0.48 -0.16
 1991  7  0.58  0.54  0.60  0.57  0.56  0.58  0.59  0.49  0.61  0.47  0.46  0.47  0.61  0.58  0.64  0.67  0.52  0.70  0.05  0.13 -0.04 -0.51  0.07 -0.78  0.81  0.82  0.66
 1991  8  1.18  1.01  1.24  1.15  1.00  1.24  1.21  1.02  1.25  1.46  1.47  1.46  0.96  0.86  1.06  1.10  0.75  1.16  0.59  0.56  0.61 -0.19  0.14 -0.34  1.27  1.22  1.29
 1991  9  1.52  1.42  1.56  1.40  1.25  1.50  1.63  1.81  1.60  1.63  1.78  1.59  1.26  1.11  1.39  1.66  1.83  1.63  0.47  0.57  0.35  1.21  1.95  0.86  1.16  1.22  2.17
 1991 10  1.56  1.50  1.59  1.39  1.31  1.44  1.73  1.92  1.69  1.80  1.86  1.78  1.13  1.14  1.12  1.75  2.04  1.69  0.05  0.14 -0.06  1.39  3.46  0.40  1.39  1.10  1.36
 1991 11  1.30  1.27  1.31  0.77  0.77  0.77  1.83  2.39  1.71  1.05  1.18  1.01  0.59  0.62  0.56  2.27  3.44  2.07 -0.99 -0.90 -1.10  5.50  6.55  5.00  1.05  0.64  0.97
 1991 12  1.23  1.23  1.23  1.01  1.03  1.01  1.45  1.69  1.40  1.10  1.23  1.06  0.93  0.95  0.90  1.67  2.10  1.60 -1.62 -1.09 -2.22  1.79  2.17  1.61  0.99  1.06  2.73
 1992  1  1.10  1.62  0.89  1.34  1.98  0.93  0.85  0.80  0.86  0.80  0.92  0.76  1.59  2.18  1.07  0.92  0.94  0.91  2.63  3.46  1.67  0.55  0.62  0.51  1.82  2.42  1.72
 1992  2  1.05  0.99  1.07  1.02  1.01  1.03  1.07  0.95  1.10  1.15  1.33  1.09  0.96  0.93  0.99  1.03  0.65  1.10  0.99  0.73  1.29 -0.01 -0.17  0.07  1.11  1.26  1.38
 1992  3  1.17  0.75  1.33  1.01  0.49  1.35  1.32  1.33  1.32  1.59  1.78  1.53  0.72  0.14  1.24  1.17  1.01  1.20 -0.15 -1.23  1.08  0.19 -0.10  0.33  1.40  1.54  1.78
 1992  4  1.04  1.11  1.02  1.17  1.20  1.14  0.92  0.89  0.92  0.82  0.92  0.79  1.35  1.27  1.42  0.97  0.90  0.98  1.95  1.42  2.56  0.40 -0.01  0.59 -0.47 -0.53  1.51
 1992  5  0.91  0.98  0.88  0.90  0.93  0.88  0.92  1.10  0.89  0.72  0.77  0.70  0.97  0.95  0.99  1.05  1.41  0.99  0.92  0.80  1.07  0.91  1.73  0.52  0.52  0.55  1.07
 1992  6  0.86  0.75  0.90  0.60  0.67  0.55  1.12  0.94  1.16  0.46  0.50  0.45  0.68  0.71  0.66  1.45  1.30  1.48  0.13  0.18  0.07  1.03  1.83  0.65  0.77  0.65  0.87
 1992  7  0.96  0.66  1.08  0.55  0.50  0.58  1.38  1.02  1.45  0.87  0.88  0.87  0.40  0.41  0.40  1.62  1.10  1.71 -0.09 -0.14 -0.04  1.05  1.24  0.97  0.66  0.47  0.90
 1992  8  0.97  0.72  1.06  0.61  0.46  0.70  1.33  1.31  1.33  1.19  1.25  1.17  0.37  0.29  0.44  1.33  1.23  1.35 -0.01 -0.24  0.25  0.31  0.58  0.19  0.84  0.72  1.62
 1992  9  1.02  0.92  1.06  0.78  0.64  0.87  1.26  1.55  1.20  1.51  1.59  1.49  0.45  0.42  0.47  1.07  1.43  1.01  0.09  0.03  0.15  1.39  1.51  1.33  0.59  0.58  1.53
 1992 10  0.95  1.01  0.92  0.65  0.76  0.59  1.24  1.59  1.17  0.94  0.92  0.94  0.52  0.72  0.34  1.38  2.07  1.26  0.59  0.78  0.37  4.19  3.86  4.35  0.29  0.37  1.20
 1992 11  0.95  0.87  0.99  0.70  0.65  0.73  1.21  1.36  1.17  1.64  1.76  1.61  0.20  0.36  0.06  0.98  1.04  0.96  0.71  0.62  0.82  1.27  0.32  1.72  1.17  1.44  1.59
 1992 12  0.87  0.63  0.96  0.56  0.26  0.75  1.18  1.47  1.12  1.68  1.72  1.67  0.01 -0.12  0.13  0.87  1.23  0.80 -0.91 -1.12 -0.67  0.15  0.88 -0.19 -0.19 -0.41  1.88
 1993  1  0.78  0.26  0.99  0.19 -0.26  0.48  1.38  1.44  1.36  2.01  2.07  1.99 -0.75 -0.83 -0.67  1.02  0.80  1.06 -4.02 -3.59 -4.51 -0.12 -0.04 -0.15  0.58  0.03  1.71
 1993  2  0.67  0.46  0.76  0.28  0.08  0.42  1.06  1.32  1.01  1.74  1.93  1.68 -0.47 -0.41 -0.53  0.70  0.87  0.67 -3.86 -2.85 -5.03  0.59  0.87  0.45  0.70  0.55  0.78
 1993  3  0.41  0.33  0.44  0.28  0.10  0.40  0.54  0.86  0.47  0.95  1.04  0.93 -0.02 -0.12  0.08  0.26  0.64  0.19  0.19 -0.16  0.58  0.27  1.11 -0.13  0.15  0.00  0.74
 1993  4  0.20  0.03  0.27  0.05 -0.17  0.20  0.35  0.50  0.32  0.68  0.87  0.63 -0.24 -0.43 -0.07  0.14  0.17  0.14 -0.17 -0.48  0.19  0.04  0.33 -0.09  0.38  0.44 -0.10
 1993  5  0.04 -0.07  0.09  0.00 -0.14  0.10  0.08  0.11  0.08  0.36  0.37  0.36 -0.16 -0.26 -0.08 -0.08 -0.16 -0.07 -0.60 -0.40 -0.84 -0.41 -0.89 -0.18 -0.48 -0.49  0.67
 1993  6 -0.05 -0.20  0.01 -0.15 -0.17 -0.14  0.06 -0.26  0.13  0.13  0.19  0.11 -0.29 -0.25 -0.32  0.01 -0.65  0.13 -0.67 -0.49 -0.87 -0.34 -1.50  0.22 -0.14 -0.17  0.14
 1993  7 -0.08 -0.23 -0.02 -0.24 -0.35 -0.17  0.08  0.02  0.09  0.08  0.11  0.07 -0.41 -0.46 -0.36  0.07 -0.07  0.10 -0.85 -0.86 -0.84 -0.19 -0.25 -0.16 -0.15 -0.33 -0.36
 1993  8 -0.12 -0.32 -0.04 -0.38 -0.39 -0.38  0.14 -0.17  0.21 -0.23 -0.22 -0.24 -0.46 -0.42 -0.50  0.34 -0.16  0.43 -0.61 -0.58 -0.64  0.51 -0.03  0.77 -0.36 -0.38 -0.31
 1993  9 -0.11 -0.26 -0.05 -0.19 -0.21 -0.18 -0.03 -0.39  0.05 -0.10 -0.09 -0.10 -0.24 -0.23 -0.26  0.01 -0.65  0.13 -0.38 -0.32 -0.45 -1.23 -1.90 -0.91 -0.10 -0.28 -0.28
 1993 10 -0.12 -0.14 -0.12  0.04  0.11 -0.01 -0.28 -0.70 -0.20 -0.16 -0.12 -0.17  0.13  0.17  0.10 -0.35 -1.14 -0.21  0.63  0.62  0.64 -2.22 -2.22 -2.22  0.00  0.03  0.13
 1993 11 -0.23 -0.36 -0.19 -0.31 -0.38 -0.26 -0.16 -0.30 -0.13 -0.68 -0.63 -0.69 -0.11 -0.30  0.06  0.11 -0.10  0.15  0.28  0.08  0.51 -0.03  0.30 -0.19 -0.12 -0.21 -0.00
 1993 12 -0.23 -0.19 -0.24 -0.13 -0.21 -0.08 -0.33 -0.16 -0.37 -0.64 -0.60 -0.66  0.12 -0.12  0.33 -0.14  0.22 -0.21  2.20  1.81  2.64  1.31  1.52  1.20  1.71  2.49 -0.73
 1994  1 -0.22  0.20 -0.39  0.07  0.49 -0.20 -0.52 -0.47 -0.53 -0.62 -0.69 -0.60  0.40  0.79  0.04 -0.42 -0.26 -0.44  2.45  2.63  2.25  0.10  0.11  0.10  0.49  0.90 -0.47
 1994  2 -0.10 -0.02 -0.14 -0.07 -0.04 -0.09 -0.14  0.03 -0.17  0.04  0.05  0.04 -0.17 -0.08 -0.25 -0.19  0.05 -0.24 -3.53 -3.06 -4.08 -0.04  0.06 -0.09 -0.70 -1.20 -0.12
 1994  3 -0.00  0.03 -0.01 -0.02 -0.07  0.01  0.02  0.24 -0.03  0.14  0.23  0.12 -0.16 -0.16 -0.16  0.00  0.29 -0.05 -2.92 -1.99 -4.00  0.23  0.25  0.23  1.24  1.68  0.38
 1994  4 -0.02 -0.08 -0.00  0.15 -0.04  0.27 -0.20 -0.16 -0.20 -0.43 -0.33 -0.46  0.44  0.04  0.80 -0.05 -0.02 -0.06  2.86  1.86  4.02  0.64  0.47  0.72 -1.48 -0.68 -0.10
 1994  5 -0.08 -0.03 -0.11 -0.24 -0.08 -0.35  0.07  0.10  0.07 -0.49 -0.41 -0.51 -0.11 -0.00 -0.21  0.37  0.51  0.34  1.07  0.88  1.29  1.49  1.88  1.30 -0.74 -0.41 -0.45
 1994  6 -0.11 -0.15 -0.10 -0.32 -0.36 -0.29  0.09  0.33  0.04 -0.46 -0.46 -0.46 -0.20 -0.31 -0.11  0.34  0.86  0.25  0.58  0.47  0.70  0.80  1.95  0.26 -0.74 -0.57  0.01
 1994  7 -0.15 -0.18 -0.13 -0.19 -0.17 -0.20 -0.11 -0.20 -0.09 -0.37 -0.33 -0.38 -0.07 -0.12 -0.03  0.00 -0.16  0.03  0.12  0.02  0.24  0.08 -0.07  0.14  0.33  0.28 -0.69
 1994  8 -0.08 -0.26 -0.01 -0.24 -0.33 -0.17  0.07 -0.08  0.11 -0.21 -0.21 -0.20 -0.22 -0.35 -0.10  0.19 -0.02  0.23 -0.29 -0.52 -0.02  0.77  0.08  1.09 -0.17 -0.42 -0.00
 1994  9 -0.15 -0.26 -0.10 -0.22 -0.12 -0.28 -0.07 -0.56  0.03 -0.35 -0.27 -0.38 -0.12 -0.08 -0.17  0.05 -0.81  0.20 -0.31 -0.42 -0.20 -0.79 -1.95 -0.24  0.51  0.41  0.45
 1994 10 -0.22 -0.19 -0.23 -0.36 -0.22 -0.44 -0.09 -0.12 -0.08 -0.36 -0.32 -0.38 -0.34 -0.20 -0.47  0.05  0.03  0.05 -0.79 -0.75 -0.84 -0.71  0.05 -1.07  0.19  0.14  0.47
 1994 11 -0.35 -0.06 -0.47 -0.57 -0.42 -0.67 -0.14  0.76 -0.32 -0.79 -0.81 -0.78 -0.45 -0.30 -0.58  0.20  1.91 -0.10  0.57  0.35  0.83  1.82  5.52  0.08 -0.95 -0.75 -0.11
 1994 12 -0.24 -0.42 -0.16 -0.90 -0.93 -0.87  0.43  0.75  0.36 -0.11  0.04 -0.16 -1.28 -1.19 -1.36  0.68  1.28  0.57 -3.37 -3.52 -3.19  2.88  3.59  2.55 -0.71 -1.62 -0.51
 1995  1 -0.11 -0.43  0.01 -0.54 -0.84 -0.34  0.31  0.49  0.28  0.09  0.23  0.05 -0.82 -1.09 -0.58  0.38  0.58  0.34 -0.90 -1.27 -0.47  0.79  1.03  0.68  1.34  1.73  0.49
 1995  2 -0.13 -0.62  0.05 -0.37 -0.93 -0.01  0.10  0.10  0.10 -0.14 -0.03 -0.17 -0.44 -1.14  0.18  0.18  0.10  0.19  0.74 -0.34  1.97  0.51  0.51  0.50 -0.32 -0.42 -0.15
 1995  3 -0.10 -0.69  0.13 -0.68 -1.11 -0.41  0.47  0.25  0.52  0.62  0.63  0.62 -1.32 -1.55 -1.11  0.35 -0.08  0.42 -4.06 -3.94 -4.19 -0.16 -0.47 -0.01 -0.85 -1.35 -0.07
 1995  4 -0.28 -0.27 -0.28 -0.56 -0.42 -0.66  0.00  0.07 -0.01 -0.37 -0.39 -0.37 -0.60 -0.40 -0.78  0.14  0.35  0.10 -0.71 -0.69 -0.73  0.40  0.70  0.26 -0.10 -0.10  0.12
 1995  5 -0.36 -0.48 -0.31 -0.55 -0.54 -0.55 -0.17 -0.35 -0.13 -0.15 -0.17 -0.14 -0.73 -0.62 -0.82 -0.21 -0.53 -0.15 -0.78 -0.83 -0.73  0.25 -0.31  0.52 -0.30 -0.51 -0.36
 1995  6 -0.38 -0.52 -0.33 -0.49 -0.59 -0.43 -0.27 -0.36 -0.26 -0.19 -0.17 -0.20 -0.64 -0.69 -0.60 -0.33 -0.54 -0.30 -0.79 -0.81 -0.77 -0.39 -0.76 -0.21 -0.13 -0.22 -0.26
 1995  7 -0.41 -0.47 -0.38 -0.45 -0.55 -0.38 -0.37 -0.28 -0.38 -0.13 -0.20 -0.11 -0.63 -0.65 -0.62 -0.48 -0.33 -0.51 -0.63 -0.51 -0.76 -0.43 -0.19 -0.55 -0.32 -0.43 -0.04
 1995  8 -0.36 -0.55 -0.29 -0.49 -0.58 -0.43 -0.24 -0.47 -0.19 -0.30 -0.29 -0.31 -0.63 -0.68 -0.58 -0.16 -0.53 -0.10 -0.69 -0.62 -0.76 -0.02  0.03 -0.05 -1.64 -1.40 -1.19
 1995  9 -0.34 -0.39 -0.32 -0.49 -0.37 -0.57 -0.19 -0.42 -0.14 -0.57 -0.59 -0.57 -0.49 -0.33 -0.62  0.05 -0.25  0.11 -0.23 -0.26 -0.19  0.52  0.65  0.46 -0.71 -0.84 -0.59
 1995 10 -0.27 -0.45 -0.20 -0.11 -0.22 -0.04 -0.43 -0.99 -0.32  0.07  0.05  0.07 -0.23 -0.30 -0.17 -0.66 -1.72 -0.47 -0.54 -0.71 -0.34 -2.72 -4.11 -2.05  0.06 -0.17 -0.51
 1995 11 -0.29 -0.30 -0.29  0.00 -0.08  0.05 -0.58 -0.79 -0.53 -0.18 -0.29 -0.15  0.09 -0.01  0.19 -0.79 -1.19 -0.72 -0.63 -0.32 -0.99 -2.76 -2.34 -2.95  0.14  0.28 -0.17
 1995 12 -0.33 -0.66 -0.20 -0.54 -0.76 -0.39 -0.13 -0.44 -0.06  0.11  0.19  0.09 -0.89 -1.05 -0.74 -0.25 -0.80 -0.15 -3.87 -4.06 -3.64 -0.59 -1.56 -0.12 -1.32 -2.22 -0.57
 1996  1 -0.37 -0.71 -0.24 -0.39 -0.98 -0.01 -0.36 -0.09 -0.41  0.03 -0.01  0.04 -0.61 -1.23 -0.06 -0.56 -0.17 -0.63 -4.78 -4.16 -5.48 -0.09 -0.01 -0.13  0.28  0.16 -0.10
 1996  2 -0.27  0.05 -0.40 -0.32  0.10 -0.58 -0.23 -0.06 -0.27  0.08  0.03  0.09 -0.56  0.10 -1.15 -0.36 -0.08 -0.41 -5.90 -4.34 -7.68 -0.36 -0.37 -0.35  1.43  1.52  0.46
 1996  3 -0.29  0.12 -0.46  0.02  0.43 -0.24 -0.60 -0.56 -0.61 -0.62 -0.62 -0.62  0.32  0.69 -0.02 -0.56 -0.48 -0.57 -1.21 -0.14 -2.45 -0.60 -0.57 -0.61  1.28  1.23 -0.51
 1996  4 -0.38 -0.12 -0.48 -0.11  0.21 -0.31 -0.65 -0.84 -0.61 -0.76 -0.81 -0.75  0.24  0.47  0.03 -0.59 -0.85 -0.54  1.29  1.44  1.12 -0.94 -0.93 -0.95  0.12  0.39 -1.18
 1996  5 -0.38 -0.48 -0.34 -0.42 -0.36 -0.45 -0.33 -0.73 -0.25 -0.73 -0.78 -0.72 -0.21 -0.24 -0.18 -0.18 -0.76 -0.07  0.37  0.24  0.52 -0.62 -1.55 -0.18 -0.87 -0.83 -0.16
 1996  6 -0.45 -0.73 -0.34 -0.81 -0.83 -0.79 -0.09 -0.51 -0.01 -1.09 -1.20 -1.05 -0.61 -0.72 -0.52  0.38 -0.04  0.46 -0.14 -0.27  0.01 -0.78 -0.40 -0.96 -1.02 -0.88  0.50
 1996  7 -0.48 -0.86 -0.32 -1.12 -1.04 -1.17  0.17 -0.46  0.30 -1.45 -1.44 -1.45 -0.89 -0.91 -0.87  0.97  0.20  1.10 -0.37 -0.58 -0.13  0.19  0.12  0.22 -1.07 -0.98 -0.18
 1996  8 -0.47 -0.88 -0.30 -1.05 -0.91 -1.13  0.11 -0.81  0.31 -1.47 -1.52 -1.45 -0.81 -0.75 -0.85  0.93 -0.27  1.14 -0.16  0.00 -0.36  1.15  0.54  1.43 -0.81 -0.72 -0.94
 1996  9 -0.54 -0.38 -0.60 -0.70 -0.41 -0.89 -0.37 -0.31 -0.38 -1.23 -1.21 -1.24 -0.39 -0.19 -0.57  0.05  0.34 -0.00 -0.78 -0.37 -1.26  1.21  1.66  1.00  0.21  0.11 -0.84
 1996 10 -0.39 -0.54 -0.33 -0.17 -0.29 -0.09 -0.61 -1.11 -0.51 -0.03 -0.02 -0.03 -0.20 -0.35 -0.07 -0.96 -1.96 -0.78 -0.49 -0.55 -0.42 -2.23 -4.65 -1.09  0.05  0.06 -0.81
 1996 11 -0.31 -0.40 -0.28 -0.10  0.01 -0.17 -0.53 -1.31 -0.37  0.21  0.25  0.20 -0.24 -0.04 -0.41 -0.94 -2.52 -0.66  1.76  1.80  1.71 -5.06 -6.70 -4.28 -1.42 -1.10  0.60
 1996 12 -0.38 -0.35 -0.39 -0.22 -0.27 -0.20 -0.53 -0.55 -0.53 -0.28 -0.26 -0.28 -0.21 -0.29 -0.15 -0.65 -0.70 -0.64  2.93  2.22  3.74 -1.39 -1.03 -1.56 -1.24 -1.06 -0.42
 1997  1 -0.37 -0.22 -0.42 -0.17 -0.20 -0.15 -0.56 -0.26 -0.62 -0.44 -0.40 -0.45 -0.07 -0.17  0.01 -0.58 -0.10 -0.67 -1.48 -1.09 -1.92  0.67  0.92  0.55 -1.10 -1.20 -0.54
 1997  2 -0.23 -0.38 -0.17 -0.65 -0.63 -0.65  0.19  0.20  0.18  0.82  0.84  0.81 -1.41 -1.03 -1.74 -0.15 -0.23 -0.14 -7.01 -5.77 -8.43  0.24  0.32  0.21 -0.45 -0.83 -1.36
 1997  3 -0.03 -0.54  0.16 -0.59 -1.01 -0.32  0.52  0.53  0.51  0.99  0.91  1.01 -1.44 -1.56 -1.35  0.30  0.37  0.29 -9.80 -8.67-11.09  0.66  0.71  0.63 -0.09 -0.67  0.24
 1997  4 -0.10 -0.23 -0.05 -0.36 -0.48 -0.29  0.16  0.33  0.12  0.39  0.47  0.37 -0.76 -0.75 -0.77  0.03  0.28 -0.02 -5.67 -5.14 -6.28  0.94  0.81  1.00  1.84  1.44  0.16
 1997  5 -0.31 -0.12 -0.38 -0.17 -0.10 -0.21 -0.44 -0.16 -0.50 -0.33 -0.13 -0.38 -0.08 -0.07 -0.08 -0.51 -0.24 -0.56  1.58  1.40  1.79  0.57  0.60  0.55 -0.26  0.08 -0.92
 1997  6 -0.35 -0.07 -0.46 -0.21 -0.06 -0.30 -0.49 -0.11 -0.58 -0.25 -0.08 -0.30 -0.17 -0.03 -0.30 -0.63 -0.20 -0.71  0.71  0.71  0.71  0.16  0.03  0.22 -0.59 -0.40 -0.14
